id,source,title,url,content,date
1,kompas,Putin ke Prabowo: Indonesia dan Rusia Bersahabat Selama Beberapa Dekade,https://nasional.kompas.com/read/2024/07/31/23375871/putin-ke-prabowo-indonesia-dan-rusia-bersahabat-selama-beberapa-dekade,"JAKARTA, KOMPAS.com - Presiden Rusia Vladimir Putin menyambut baik kedatangan Presiden terpilih Republik Indonesia Prabowo Subianto ke Moskwa, pada Rabu (31/7/2024). Putin menyebut Rusia dan Indonesia mempunyai hubungan yang panjang dan bersahabat selama beberapa dekade. ""Rusia dan Indonesia mempunyai hubungan yang panjang dan bersahabat selama beberapa dekade,"" kata Putin. Putin juga menyebut Menteri Pertahanan RI itu memiliki hubungan yang sangat baik dengan Rusia. ""Anda dikenal sebagai sahabat negara kami, Anda tidak hanya sebagai seorang militer, tetapi juga sebagai tokoh politik di Indonesia,"" ujar dia. Dia mengatakan, tahun ini merupakan peringatan 75 tahun terjalinnya hubungan diplomatik antar kedua negara. Menurut Putin, hubungan terkait perdagangan dan ekonomi telah berkembang cukup sukses dalam beberapa tahun terakhir. Bahkan, terlepas dari pandemi dan semua peristiwa yang terjadi di Rusia, omzet di negara beruang merah itu terus meningkat. ""Saya berharap situasinya akan tetap sama,"" ujarnya. Baca juga: Putin Beri Pujian ke Prabowo Karena Menjaga Hubungan Baik dengan Koleganya di Rusia Lebih lanjut, Putin juga berharap soal kesepakatan mengenai zona perdagangan bebas antara Organisasi Kerja Sama Ekonomi Eurasia dan Indonesia. Dia mengatakan, kesepakatan ini akan berperan penting dalam pengembangan hubungan perdagangan dan ekonomi kedua negara. ""Organisasi kerja sama ekonomi Eurasia cukup besar, namun pasar Indonesia, negara berpenduduk hampir 300 juta jiwa, hal ini juga sangat menarik bagi Rusia,"" ujarnya. Selain itu, Rusia juga siap meningkatkan pasokan produk pertanian hingga melaksanakan proyek investasi di bidang energi, transportasi, dan infrastruktur. ""Kami melanjutkan kerja sama di bidang kemanusiaan. Kami secara tradisional melatih siswa Indonesia,"" tambah dia.","Kompas.com - 31/07/2024, 23:37 WIB"
2,kompas,Putin Beri Pujian ke Prabowo Karena Menjaga Hubungan Baik dengan Koleganya di Rusia,https://nasional.kompas.com/read/2024/07/31/23164151/putin-beri-pujian-ke-prabowo-karena-menjaga-hubungan-baik-dengan-koleganya,"JAKARTA, KOMPAS.com - Presiden Rusia, Vladimir Putin memberikan sanjungan kepada Presiden terpilih RI, Prabowo Subianto karena selama bertahun-tahun selalu menjaga hubungan baik dengan para koleganya di Rusia. Putin juga menyebut, Prabowo dikenal tak hanya sebagai seorang politikus, tetapi juga sebagai tokoh militer Indonesia. ""Selama Anda menjabat sebagai Menteri Pertahanan, selama bertahun-tahun saya mengetahui Anda memiliki hubungan yang sangat baik dengan kolega Rusia Anda,"" tutur Putin kepada Prabowo saat pertemuan mereka di Moskow, Rusia, Rabu (31/7/2024). Putin mengatakan, pertemuannya dengan Prabowo juga menandakan ulang tahun hubungan diplomatik Indonesia-Rusia ke-75. Dalam catatan Putin, hubungan bilateral Indonesia-Rusia terus mengalami kemajuan, baik di bidang ekonomi maupun pembangunan. ""Terlepas dari pandemi dan semua peristiwa yang terjadi di sekitar Rusia, serta pembatasan terkait dengan dagang, perdagangan kita (justru) terus tumbuh,"" tutur Putin. ""Bahkan selama beberapa tahun terakhir, perdagangan kita telah meningkat dua kali lipat,"" sambung dia. Putin juga berjanji akan meningkatkan pasokan produk pertanian mereka dan melaksanakan investasi di berbagai bidang seperti energi, transportasi dan infrastruktur lainnya ke Indonesia. Baca juga: Bertemu Putin, Prabowo Ingin Buka Kerja Sama di Sektor Energi Nuklir Putin juga menjanjikan berbagai beasiswa untuk masyarakat Indonesia yang sedang dipersiapkan. ""Kami senang melihat Anda, saya ucapkan selamat secara pribadi atas terpilihnya Anda (sebagai presiden RI),"" tandas Putin. Adapun dalam pertemuan tersebut, Prabowo juga memberikan selamat kepada Putin karena terpilih kembali menjadi Presiden Rusia. Dalam kesempatan itu, Prabowo menyampaikan beberapa hal, mulai dari tawaran kerja sama bidang energi, pendidikan dan pariwisata.","Kompas.com - 31/07/2024, 23:16 WIB"
3,kompas,"Bertemu Putin, Prabowo Ingin Buka Kerja Sama di Sektor Energi Nuklir",https://nasional.kompas.com/read/2024/07/31/23095031/bertemu-putin-prabowo-ingin-buka-kerja-sama-di-sektor-energi-nuklir,"JAKARTA, KOMPAS.com – Presiden terpilih Indonesia Prabowo Subianto menemui Presiden Rusia Vladimir Putin di Moskow, Rabu (31/7/2024) dalam rangka memperkuat hubungan dan kerja sama antara kedua negara. Salah satu hal yang dibahas Prabowo di Rusia terkait peluang kerja sama di sektor energi nuklir. “Di sektor energi nuklir, kami telah berdiskusi dengan institusi anda, dengan ROSATOM, kemungkinan kerja sama di sektor ini,” kata Prabowo di hadapan Putin seperti dilihat dari siaran langsung Kompas.com. Menurut Prabowo, diskusi terkait kerja sama di bidang ini sedang dibahas. “Bahkan reaktor modular kecil dan juga reaktor utama yang sedang kita bahas,” ujarnya. Tak hanya sektor energi nuklir, ada banyak kerja sama lain yang dijajaki kedua negara seperti program beasiswa ke Rusia. Di bidang pariwisata, kedua negara baru saja menyetujui soal penerbangan langsung dari Rusia ke Bali. Selain itu, Indonesia juga menyambut baik rencana pembukaan Konsulat Jenderal Rusia di Bali. Kemudian, Menteri Pertahanan RI ini juga berharap kedua negara memiliki kerja sama yang erat di bidang taktis. Baca juga: Temui Vladimir Putin, Prabowo Singgung RI Kekurangan 160.000 Dokter Bahkan, Prabowo juga mengundang delegasi Rusia untuk hadir dalam Konferensi Pertahanan dan Pameran Pertahanan Indonesia yang akan digelar di bulan November 2024. “Dan juga (kami) mengundang partisipasi Rusia dalam parade Angkatan Laut kami, yang akan kami gelar pada awal tahun 2025,” tutur dia. Sebagaimana diketahui, kunjungan Prabowo ke Rusia untuk melakukan pertemuan strategis dalam rangka meningkatkan kerja sama dan kemitraan antara kedua negara. Agenda kunjungan dimulai dengan pertemuan di Kementerian Pertahanan Federasi Rusia, di mana Menhan Prabowo akan bertemu dengan Menteri Pertahanan Federasi Rusia, Andrey Belusov. Baca juga: Kenang Kebaikan Uni Soviet di Masa Susah, Prabowo: Rusia Teman Baik Indonesia Pertemuan ini diharapkan dapat membahas berbagai isu penting terkait kerja sama pertahanan antara kedua negara. Pertemuan ini menjadi momen penting dalam memperkuat hubungan diplomatik dan kerja sama antara Indonesia dan Rusia.","Kompas.com - 31/07/2024, 23:09 WIB"
4,kompas,Indonesia Kecam Pembunuhan Pimpinan Hamas Ismail Haniyeh,https://nasional.kompas.com/read/2024/07/31/22411341/indonesia-kecam-pembunuhan-pimpinan-hamas-ismail-haniyeh,"JAKARTA, KOMPAS.com - Pemerintah RI melalui Kementerian Luar Negeri mengecam pembunuhan terhadap pimpinan Hamas Ismail Abdul Salam Haniyeh yang terjadi di Teheran, Iran, Rabu (31/7/2024). ""Tindakan tersebut merupakan tindakan provokatif yang dapat tingkatkan eskalasi konflik di kawasan dan merusak proses negosiasi yang terus diupayakan,"" tulis Kemenlu, Rabu. Pemimpin politik Hamas Ismail Haniyeh tewas hari ini dalam serangan Israel di Iran. Hal ini mengejutkan masyarakat internasional. Baca juga: Iran Tegas Sebut AS Bertanggung Jawab Atas Pembunuhan Ismail Haniyeh “Saudara, pemimpin, mujahid Ismail Haniyeh, kepala gerakan, tewas dalam serangan Zionis di markas besarnya di Teheran setelah dia berpartisipasi dalam pelantikan presiden baru (Iran),” kata Hamas dalam sebuah pernyataan dilansir AFP. Garda Revolusi Iran pada Rabu juga mengeluarkan pernyataan terkait kematian Haniyeh. Disebutkan bahwa pemimpin Hamas Ismail Haniyeh terbunuh di Teheran bersama dengan salah satu pengawalnya. Baca juga: Bagaimana Nasib Perundingan Israel-Hamas Setelah Ismail Haniyeh Tewas Terbunuh? “Kediaman Ismail Haniyeh, kepala kantor politik Perlawanan Islam Hamas, dihantam di Teheran, dan sebagai akibat dari insiden ini, dia dan salah satu pengawalnya menjadi martir,” ungkap mereka dalam sebuah pernyataan yang dilansir oleh situs berita Sepah milik Korps Garda Revolusi Iran.","Kompas.com - 31/07/2024, 22:41 WIB"
5,kompas,"Jokowi: Banting Harga Penawaran Proyek Tidak Baik, yang Dikorbankan Kualitas",https://nasional.kompas.com/read/2024/07/31/22320611/jokowi-banting-harga-penawaran-proyek-tidak-baik-yang-dikorbankan-kualitas,"JAKARTA, KOMPAS.com - Presiden Joko Widodo mengingatkan bahaya yang terjadi jika perusahaan konstruksi saling membanting harga penawaran pengerjaan proyek bangunan. Menurut Presiden, banting harga menjadi tidak baik karena mengorbankan kualitas bangunan yang dikerjakan. ""Yang saya lihat dari jauh, biasanya banting-bantingan harga supaya dapat proyek. Bener enggak? Enggak apa-apa, kompetisi itu baik, bersaing itu baik. Tetapi kalau sudah membanting harga itu tidak baik,"" ujar Jokowi saat memberikan arahan pada Refleksi 10 Tahun Pemerintahan Jokowi di Bidang Konstruksi yang diselenggarakan Gabungan Pelaksana Konstruksi Nasional (Gapensi) di Menara Bank Mega pada Rabu (31/7/2024). ""Supaya menang proyek, HPS-nya (harga perkiraan satuan) turun di bawah persen. Ada lho, banyak lho. Nah kalau sudah begini yang dikorbankan, yang jadi korban adalah mesti kualitas (bangunan). Larinya mesti ke sana,"" tegasnya. Baca juga: Sri Mulyani Lapor Sistem Baru Perpajakan ke Jokowi, Ditargetkan Meluncur Desember 2024 Ia lantas menjelaskan yang dimaksud mengorbankan kualitas bangunan yakni dengan cara mengurangi kualitas materialnya. Mulai dari mengurangi semen, menambah pasir dan mengurangi ukuran besar konstruksi. Sehingga Jokowi berharap para pengusaha konstruksi di Gapensi tidak melakukan hal-hal serupa. Dalam kesempatan itu, Presiden juga mengingatkan membangun infrastruktur bukan hanya sekedar membangun beton yang asal jadi. Pembangunan infrastuktur menurutnya juga harus mempertimbangkan manfaat untuk mendorong daya saing. ""Kita tahu dari pembangunan ini world competitiveness rangking kita naik dari (rangking) 34 melompat ke (rangking) 27. Daya saing itu yang ingin kita raih dari pembangunan-pembangunan yang ada. Selain tentu saja pemanfaatan dari infrastruktur itu untuk rakyat,"" jelasnya. Baca juga: Jokowi Dapat Penghargaan Bapak Konstruksi dari Komunitas Pengusaha Konstruksi  Menurut Presiden, Indonesia bersaing dengan negara-negara lain dari sisi konektivitas dan infrastruktur untuk menarik investor masuk ke Tanah Air. Jika biaya logistik dapat ditekan, maka harga-harga pangan juga bisa ditekan. ""Karena infrastruktur jadi kunci bagi datangnya investasi. Tapi juga akan mengurangi biaya logistik,"" tegas Presiden.","Kompas.com - 31/07/2024, 22:32 WIB"
6,kompas,"Kenang Kebaikan Uni Soviet di Masa Susah, Prabowo: Rusia Teman Baik Indonesia",https://nasional.kompas.com/read/2024/07/31/22162211/kenang-kebaikan-uni-soviet-di-masa-susah-prabowo-rusia-teman-baik-indonesia,"JAKARTA, KOMPAS.com – Menteri Pertahanan sekaligus Presiden terpilih, Prabowo Subianto menganggap Federasi Rusia sebagai teman baik. Prabowo menyampaikan ini dalam pertemuannya dengan Presiden Rusia Vladimir Putin di Moskow, Rusia, Rabu (31/7/2024). “Seperti yang anda ketahui, kami menganggap Rusia sebagai teman baik dan saya ingin melanjutkan, mempertahankan, dan meningkatkan hubungan ini,” kata Prabowo. Menteri Pertahanan RI ini lantas menyorot soal sejarah hubungan kedua negara. Baca juga: Temui Vladimir Putin, Prabowo Singgung RI Kekurangan 160.000 Dokter Menurut Prabowo, Rusia sejak masih bernama Uni Uni Soviet juga sudah banyak membantu Indonesia. “Kami mengingat bahwa Rusia selalu membantu kami dalam berbagai aspek, saat kita dalam masa susah, Rusia membantu kami,” ujar Prabowo. Dia menyebut beberapa proyek infrastruktur di Jakarta juga berhasil dibangun berkat Uni Soviet saat itu di antaranya stadion nasional atau Gelora Bung Karno (GBK) hingga Monumen Nasional (Monas). “Dan meskipun tentunya, pada saat itu mungkin masih Uni Soviet, tetapi jika anda ke Jakarta sekarang, banyak infrastruktur besar yang dibangun oleh Rusia, oleh Uni Soviet,” ujar dia. Bahkan, menurut Prabowo, Uni Soviet juga pernah membantu meningkatkan kekuatan militer di Tanah Air. “Anda (Rusia) juga pernah membantu kami membangun kekuatan militer saat kami terancam,” tutur dia.","Kompas.com - 31/07/2024, 22:16 WIB"
7,kompas,Pertamina Buka Suara soal Kemungkinan Harga Pertamax Cs Naik Mulai 1 Agustus,https://nasional.kompas.com/read/2024/07/31/22095421/pertamina-buka-suara-soal-kemungkinan-harga-pertamax-cs-naik-mulai-1-agustus,"JAKARTA, KOMPAS.com - Direktur Utama PT Pertamina (Persero) Nicke Widyawati buka suara mengenai penyesuaian harga bahan bakar minyak (BBM) non subsidi seperti Pertamax mulai besok, 1 Agustus 2024. Nicke menyatakan, penyesuaian harga BBM non subsidi biasa dilakukan setiap bulan. Perseroan pun kerap merilis harga BBM non subsidi seperti Pertamax, Pertama Turbo, Dexlite, hingga Pertamina Dex pada awal bulan. ""Itu kan sudah biasa kalau non subsidi,"" kata Nicke di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (31/7/2024). Kendati begitu, Nicke mengakui belum menghitung secara rinci mengenai potensi kenaikan BBM kelas tersebut mulai besok. ""Belum tahu, kita belum hitung,"" bebernya. Baca juga: Indef: Harga BBM Pertamax Series Layak Dinaikkan Di sisi lain, pihaknya masih menunggu arahan pemerintah mengenai pembatasan pembelian BBM bersubsidi melalui revisi Peraturan Presiden (Perpres) Nomor 191 Tahun 2014. ""Kita tunggu pemerintah. (Kuotanya) belum (ditentukan),"" jelas Nicke. Sebelumnya diberitakan, harga bahan bakar minyak (BBM) nonsubsidi Pertamina seperti Pertamax series dinilai sudah layak untuk dinaikkan. Hal itu disampaikan Peneliti senior Institute for Development of Economics and Finance (Indef), Tauhid Ahmad. Menurut dia, sudah lama BUMN tersebut menahan harga Pertamax series, meski tekanan harga minyak dunia tinggi akibat konflik Timur Tengah. Padahal di sisi lain SPBU swasta sudah beberapa kali menaikkan harga BBM. Selain itu, kondisi saat ini juga masih berat, termasuk nilai tukar yang berada pada kisaran Rp 16.000 per dollar AS. Baca juga: Pertamax Green 95 dan Pertamax Turbo, Mana Lebih Ramah Lingkungan? ""Kurs sudah bergerak sekitar 5 persen, makanya Pertamina layak menaikkan harga BBM non subsidi. Yang penting kenaikan tersebut tidak memberatkan masyarakat,"" kata Tauhid di Jakarta, Minggu (28/7/2024), seperti dilansir dari Antara. Dia menambahkan komposisi terbesar dalam menentukan harga BBM adalah harga ICP karena merupakan bahan baku. Jadi kalau harga ICP lebih tinggi dibandingkan nilai tukar maka harga ICP yang dominan menentukan harga BBM tersebut. ""Kalau keduanya bergerak naik (nilai tukar dan ICP), maka mempercepat penyesuaian harga BBM,"" ujar dia.","Kompas.com - 31/07/2024, 22:09 WIB"
8,kompas,"""Lebih Dekat dengan Dompet Dhuafa"" Ajak Influencer Tebarkan Manfaat untuk Sesama",https://nasional.kompas.com/read/2024/07/31/21524741/lebih-dekat-dengan-dompet-dhuafa-ajak-influencer-tebarkan-manfaat-untuk,"KOMPAS.com - Dompet Dhuafa mengadakan temu kebaikan bersama para influencer bertajuk “Lebih Dekat Dengan Dompet Dhuafa” di Aula Qatar Charity Kawasan Zona Madina, Parung, Bogor, Selasa (30/07/2024). Inisiator sekaligus Ketua Dewan Pembina Yayasan Dompet Dhuafa Republika (YDDR) Parni Hadi beserta jajaran pengawas juga pembina YDDR dan Yayasan Rumah Sehat Terpadu (RST) Zona Madina turut menghadiri acara tersebut. Hasan Afif dan Bella Fawzi memandu kemeriahan temu kebaikan di sana. Para bidan dan tenaga kesehatan dari RS RST Zona Madina juga membuka pertemuan dengan menyuguhkan tarian budaya Indonesia. Direktur RS RST Zona Madina dr Muhammad Zakaria mengaku bahagia bisa menghadiri acara itu. Dia juga menyinggung pengalamannya saat pertama kali di RST Zona Madina. Baca juga: Dorong Keswadayaan Lokal dan Kewirausahaan, Dompet Dhuafa dan Trubus Bina Swadaya Gelar FGD Budaya dan Pemberdayaan” “Saya pernah ditanya tujuan oleh seorang dokter, teman yang juga ‘guru’ saya, ke RST ingin apa? Saya jawab, ingin mengobati orang sakit,” sebut dr Zakaria melalui siaran persnya, Rabu (31/7/2024). “Dia (dokter) bilang lagi, naikan lagi level keinginannya agar bermanfaat, bukan sekadar mengobati lalu selesai. Saya lalu sadar dalam hal pelayanan itu, ada komunikasi, ada empati dan peduli dengan pasiennya,” imbuhnya. Dia menjelaskan, RST Zona Madina saat i i memiliki 11 layanan yang memiliki fasilitas zakat, infak, sedekah, dan wakaf (ziswaf). Zakat bahkan menjadi budaya para anak muda dan dokter. ""Mulai dari mana pun, kapan pun, dengan apa pun, apa yang bisa hari ini. Korelasinya saya hanya bagian kecil beri manfaat untuk masyarakat. Syiar zakat melalui manfaat layanan kesehatan, manfaat untuk orang banyak,” jelas dr Zakaria. Baca juga: Dompet Dhuafa dan Payakumbuah Salurkan 1.000 Paket Sembako untuk Anak Yatim dan Duafa Sementara itu, Inisiator sekaligus Ketua Dewan Pembina YDDR Parni Hadi mengatakan, sebagai wartawan, dia perlu menimbang berbagai konsekuensi dari pekerjaannya. “Saya ini wartawan, saya merasa ini tugas journalist prophetic, penerus tugas kenabian. Mewartakan kabar yang saya takut dosa dengan dampaknya. Saya beri contoh, apa dampaknya jika kabar ini saya siarkan? Apakah orang tambah sejahtera atau jangan-jangan menambah rumit keadaan? Life, love, beauty, suffering, and happiness,” ucapnya.  Parni Hadi juga mengajak para influencer untuk membagikan pengalaman bahagia dan harapan kebaikan dalam bentuk karya yang kelak bisa dibukukan bertema “Kado Untuk Indonesia”. Kebahagiaan tersebut juga dituangkan dalam sebuah puisi berjudul ‘Poetry of Life’ yang dibacakan dengan penuh makna oleh influencer serta pengawas dan pengurus Dompet Dhuafa. Baca juga: Walhi dan DMC Dompet Dhuafa Dorong Perlindungan dan Pemulihan Wilayah Pesisir dari Ancaman Bencana Iklim Anggota Dewan Pembina YDDR Yudi Latif mengatakan, kebaikan ditentukan oleh kemaslahatan, bukan posisi tinggi.  Berbeda dengan era dahulu, sebutnya, ketika pejuang intelektual berjaya, saat ini adalah era teknologi dan digitalisasi. ""Teman-teman yang datang hari ini sangat terhormat pada masanya. Namun, tiap kehormatan ada tanggung jawabnya,” terang Yudi Latif.","Kompas.com - 31/07/2024, 21:52 WIB"
9,kompas,"Bantah Gus Yahya, Anggota Pansus Sebut Pelaksanaan Haji 2024 Carut Marut",https://nasional.kompas.com/read/2024/07/31/21504011/bantah-gus-yahya-anggota-pansus-sebut-pelaksanaan-haji-2024-carut-marut,"JAKARTA, KOMPAS.com - Anggota Panitia Khusus (Pansus) Hak Angket Haji 2024 dari Fraksi Golkar DPR John Kenedy Azis turut membantah Ketua Umum Pengurus Besar Nahdlatul Ulama (PBNU) Yahya Cholil Staquf (Gus Yahya) yang menyebut Pansus Haji dibentuk DPR untuk menyerang dirinya. John menyebut pembentukan Pansus Haji didasari temuan atas carut marutnya pelaksanaan ibadah haji 2024 serta adanya dugaan pelanggaran undang-undang (UU) oleh Kementerian Agama (Kemenag). ""Pernyataan tersebut sama sekali tak beralasan. Pansus dibentuk bermula dari pelaksanaan ibadah haji yang menurut saya carut marut, ini adalah pembagian kuota haji yang melanggar undang-undang dan juga melanggar kesepakatan,"" ujar John kepada wartawan, Rabu (31/7/2024). Ia mengatakan, tidak ada hubungannya antara pembentukan Pansus Haji dan PBNU. Baca juga: Bola Liar Pansus Haji, Dipertanyakan PBNU, PKB Pasang Badan Dia mengklaim Pansus Haji bergerak untuk menyelesaikan permasalahan yang timbul pada pelaksanaan ibadah haji 2024. ""Jadi Pansus Haji dibentuk untuk tujuan perbaikan pelaksanaan ibadah haji. Tidak ada hubungan dengan NU,"" tuturnya. “Kami lihat bagaimana pelaksanaan ibadah haji ke depan, dapat bertambah baik nyaman dan jemaah haji itu menjalankan ibadah haji sesuai rentetan haji itu sendiri. Bisa melaksanakan ibadah haji dengan aman dan khusyuk sesuai dengan sunah rasul. Jadi tak ada kaitannya ke mana-mana gitu,"" sambung John. Lebih jauh, John berharap hasil kerja Pansus Haji bisa membuat mekanisme ibadah haji jadi berjalan semestinya. Dalam haji 2024 ini, ada banyak keluhan jemaah asal RI, di antaranya toilet antre berjam-jam, tidur sempit-sempitan di dalam tenda, hingga keterlambatan pesawat hingga berjam-jam. Baca juga: Tantang Gus Yahya yang Curigai Pansus Haji, PKB: Buktikan! ""Bagaimana perekrutan jemaah haji sesuai dengan daftar orang yang antre, jangan orang baru antre 4 tahun sudah bisa berangkat haji karena sesuatu. Sementara orang yang antre belasan tahun bahkan puluhan tahun tidak berangkat. Jadi itu yang harus kami rapikan,"" tuturnya. Maka dari itu, John menilai Pansus Haji 2024 lebih baik fokus bekerja memperbaiki pelayanan haji ketimbang meladeni pernyataan Gus Yahya yang tidak jelas landasannya. Dia menegaskan ada banyak pelayanan haji yang perlu dibenahi jika melihat berbagai kasus yang timbul. ""Apa enggak dilihat di tempat hotel calon jemaah haji sebagian dalam satu kamar melebihi kapasitas? Kemudian mutu katering ada beberapa yang keracunan? Apa enggak dilihat bagaimana padatnya tenda di Mina dan Arafah. Jadi kami enggak ada kaitannya dengan NU dan jadi ke mana-mana,” imbuh John. Sebelumnya, Ketua Umum Pengurus Besar Nahdlatul Ulama (Ketum PBNU) Yahya Cholil Staquf curiga Panitia Khusus (Pansus) Hak Angket Haji 2024 sebenarnya dibentuk karena ada masalah pribadi antara Ketua Umum PKB sekaligus Wakil Ketua DPR Muhaimin Iskandar (Cak Imin) dengan dirinya. Yahya merasa Pansus Haji sebenarnya mengincar dirinya, namun dilakukan melalui Menteri Agama (Menag) Yaqut Cholil Qoumas yang merupakan adik Yahya.","Kompas.com - 31/07/2024, 21:50 WIB"
10,kompas,"Dasco Ungkap Ada Partai Baru Gabung di Pilkada Jakarta, Jabar dan Jateng: KIM ""Plus""",https://nasional.kompas.com/read/2024/07/31/21422671/dasco-ungkap-ada-partai-baru-gabung-di-pilkada-jakarta-jabar-dan-jateng-kim,"JAKARTA, KOMPAS.com - Ketua Harian Partai Gerindra Sufmi Dasco Ahmad menegaskan pasangan cagub-cawagub yang akan didukung oleh Koalisi Indonesia Maju (KIM) bakal diputuskan secara bersama-sama. Dasco bahkan menyebut KIM akan menjadi ""KIM Plus"" dalam Pilkada Jakarta 2024. ""Nanti pada waktunya pasti akan diputuskan secara bersama-sama satu suara oleh Koalisi Indonesia Maju Plus. Ada Koalisi Indonesia Maju Plus,"" ujar Dasco di iNews Tower, Jakarta, Rabu (31/7/2024). Tak hanya di Jakarta, KIM Plus juga akan terjadi di Pilkada Jawa Barat dan Pilkada Jawa Tengah. Dasco menjelaskan, nama KIM diubah menjadi KIM Plus karena ada partai di luar koalisi yang bergabung di daerah-daerah tertentu itu. Baca juga: KIM Belum Putuskan Cagub Jakarta, Gerindra: Masih Ada Waktu ""Ini nunggu Pak Prabowo pulang. Akan ada pertemuan dari partai-partai koalisi. Koalisi Plus, Koalisi Indonesia Maju Plus,"" tuturnya. ""Plus ada partai lain dong yang ikut kan begitu. Akan membicarakan mengenai pilkada tadi,"" sambung Dasco. Diketahui, koalisi pendukung Prabowo Subianto tersebut memang belum resmi memutuskan pasangan yang akan diusung di Jakarta, Jabar, dan Jateng. Ridwan Kamil, yang merupakan kader Golkar, saat ini sedang ""ditarik-tarik"" untuk maju antara ke Jabar atau Jakarta. Di sisi lain, di Jateng, KIM sejauh ini mengusung Komjen Ahmad Luthfi.","Kompas.com - 31/07/2024, 21:42 WIB"
